КодЗаказа	ДатаРазмещения	ДатаИсполнения	Марка	Категория	Цена	Скидка	Количество	БазоваяЦена	Заказчик	ГородЗаказчика	СтранаЗаказчика	НазваниеПолучателя	СтранаПолучателя	Менеджер	Филиал	Поставщик	ГородПоставщика	СтранаПоставщика	Перевозчик	СтоимостьДоставки	СтоимостьДоставкиШт	ПоставкиПрекращены
10461	28.02.1997	05.03.1997	Tourtiere	Мясо/птица	192	0,25	60	335,25	LILA-Supermercado	Баркисимето	Венесуэла	LILA-Supermercado	Венесуэлла	Белова	Россия	Ma Maison	Монреаль	Канада	Иное	148,61	1,39077403002535	0
10462	03.03.1997	18.03.1997	Schoggi Schokolade	Кондитерские изделия	48	0	1	1975,5	Consolidated Holdings	Лондон	Великобритания	Consolidated Holdings	Великобритания	Новиков	Россия	АО Германия-Россия	Москва	Россия	Ространс	6,17	0,189846153846154	0
10462	03.03.1997	18.03.1997	Gudbrandsdalsost	Молочные продукты	72	0	21	1620	Consolidated Holdings	Лондон	Великобритания	Consolidated Holdings	Великобритания	Новиков	Россия	Norske Meierier	Сандвикен	Норвегия	Ространс	6,17	0,284769230769231	0
10463	04.03.1997	06.03.1997	Louisiana Fiery Hot Pepper Sauce	Приправы	73	0	21	947,25	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Кротов	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Иное	14,78	0,15126033926819	0
10463	04.03.1997	06.03.1997	Jack's New England Clam Chowder	Рыбопродукты	112	0	50	434,25	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Кротов	Россия	New England Seafood Cannery	Бостон	США	Иное	14,78	0,23207065750736	0
10464	04.03.1997	14.03.1997	Raclette Courdavault	Молочные продукты	272	0	20	2475	Furia Bacalhau e Frutos do Mar	Лиссабон	Португалия	Furia Bacalhau e Frutos do Mar	Португалия	Воронова	Украина	Gai paturage	Аннеси	Франция	Почта	89	1,30995670995671	0
10464	04.03.1997	14.03.1997	Singaporean Hokkien Fried Mee	Хлебобулочные изделия	368	0	3	630	Furia Bacalhau e Frutos do Mar	Лиссабон	Португалия	Furia Bacalhau e Frutos do Mar	Португалия	Воронова	Украина	Leka Trading	Сингапур	Сингапур	Почта	89	1,77229437229437	1
10464	04.03.1997	14.03.1997	Pate chinois	Мясо/птица	304	0,200000003	30	1080	Furia Bacalhau e Frutos do Mar	Лиссабон	Португалия	Furia Bacalhau e Frutos do Mar	Португалия	Воронова	Украина	Ma Maison	Монреаль	Канада	Почта	89	1,46406926406926	0
10464	04.03.1997	14.03.1997	Carnarvon Tigers	Рыбопродукты	176	0,200000003	16	2812,5	Furia Bacalhau e Frutos do Mar	Лиссабон	Португалия	Furia Bacalhau e Frutos do Mar	Португалия	Воронова	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Почта	89	0,847619047619048	0
10465	05.03.1997	14.03.1997	Outback Lager	Напитки	36	0	25	675	Vaffeljernet	Орхус	Дания	Vaffeljernet	Дания	Белова	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Иное	145,04	0,192035307098198	0
10465	05.03.1997	14.03.1997	Rhonbrau Klosterbier	Напитки	990	0,100000001	18	348,75	Vaffeljernet	Орхус	Дания	Vaffeljernet	Дания	Белова	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Иное	145,04	5,28097094520044	0
10465	05.03.1997	14.03.1997	Chartreuse verte	Напитки	147	0	20	810	Vaffeljernet	Орхус	Дания	Vaffeljernet	Дания	Белова	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Иное	145,04	0,784144170650975	0
10465	05.03.1997	14.03.1997	Gula Malacca	Приправы	76	0,100000001	30	875,25	Vaffeljernet	Орхус	Дания	Vaffeljernet	Дания	Белова	Россия	Leka Trading	Сингапур	Сингапур	Иное	145,04	0,40540787054064	0
10465	05.03.1997	14.03.1997	Maxilaku	Кондитерские изделия	130	0	25	900	Vaffeljernet	Орхус	Дания	Vaffeljernet	Дания	Белова	Россия	Karkki Oy	Лапинранта	Финляндия	Иное	145,04	0,693460831187937	0
10466	06.03.1997	13.03.1997	NuNuCa Nuss-Nougat-Creme	Кондитерские изделия	168	0	10	630	Comercio Mineiro	Сан-Пауло	Бразилия	Comercio Mineiro	Бразилия	Воронова	Украина	АО Германия-Россия	Москва	Россия	Ространс	11,93	0,927888888888889	0
10466	06.03.1997	13.03.1997	Rogede sild	Рыбопродукты	96	0	5	427,5	Comercio Mineiro	Сан-Пауло	Бразилия	Comercio Mineiro	Бразилия	Воронова	Украина	Lyngbysild	Лингби	Дания	Ространс	11,93	0,530222222222222	0
10467	06.03.1997	11.03.1997	Outback Lager	Напитки	36	0	28	675	Magazzini Alimentari Riuniti	Бергамо	Италия	Magazzini Alimentari Riuniti	Италия	Крылова	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Почта	4,93	0,0754591836734694	0
10467	06.03.1997	11.03.1997	Flotemysost	Молочные продукты	112	0	12	967,5	Magazzini Alimentari Riuniti	Бергамо	Италия	Magazzini Alimentari Riuniti	Италия	Крылова	Россия	Norske Meierier	Сандвикен	Норвегия	Почта	4,93	0,234761904761905	0
10468	07.03.1997	12.03.1997	Lakkalikoori	Напитки	207	0	8	810	Koniglich Essen	Бранденбург	Германия	Koniglich Essen	Германия	Бабкина	Украина	Karkki Oy	Лапинранта	Финляндия	Иное	44,12	1,27269230769231	0
10468	07.03.1997	12.03.1997	Singaporean Hokkien Fried Mee	Хлебобулочные изделия	368	0	15	630	Koniglich Essen	Бранденбург	Германия	Koniglich Essen	Германия	Бабкина	Украина	Leka Trading	Сингапур	Сингапур	Иное	44,12	2,2625641025641	1
10469	10.03.1997	14.03.1997	Ipoh Coffee	Напитки	155	0,150000006	2	2070	White Clover Markets	Сиэтл	США	White Clover Markets	США	Белова	Россия	Leka Trading	Сингапур	Сингапур	Ространс	60,18	0,828778320746335	0
10469	10.03.1997	14.03.1997	Pavlova	Кондитерские изделия	152	0,150000006	40	785,25	White Clover Markets	Сиэтл	США	White Clover Markets	США	Белова	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Ространс	60,18	0,812737450022212	0
10469	10.03.1997	14.03.1997	Nord-Ost Matjeshering	Рыбопродукты	139	0,150000006	35	1165,05	White Clover Markets	Сиэтл	США	White Clover Markets	США	Белова	Россия	Nord-Ost-Fisch mbH	Куксхавен	Германия	Ространс	60,18	0,743227010217681	0
10470	11.03.1997	14.03.1997	Chai	Напитки	266	0	8	810	Bon app'	Марсель	Франция	Bon app'	Франция	Воронова	Украина	ООО Экзотика	Москва	Россия	Почта	64,56	0,943154657293497	0
10470	11.03.1997	14.03.1997	Gudbrandsdalsost	Молочные продукты	72	0	15	1620	Bon app'	Марсель	Франция	Bon app'	Франция	Воронова	Украина	Norske Meierier	Сандвикен	Норвегия	Почта	64,56	0,255289982425308	0
10470	11.03.1997	14.03.1997	Wimmers gute Semmelknodel	Хлебобулочные изделия	500	0	30	1496,25	Bon app'	Марсель	Франция	Bon app'	Франция	Воронова	Украина	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	64,56	1,77284710017575	0
10471	11.03.1997	18.03.1997	Sir Rodney's Scones	Кондитерские изделия	240	0	30	450	B's Beverages	Лондон	Великобритания	B's Beverages	Великобритания	Новиков	Россия	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Иное	45,59	0,823915662650602	0
10471	11.03.1997	18.03.1997	Pate chinois	Мясо/птица	304	0	20	1080	B's Beverages	Лондон	Великобритания	B's Beverages	Великобритания	Новиков	Россия	Ma Maison	Монреаль	Канада	Иное	45,59	1,0436265060241	0
10472	12.03.1997	19.03.1997	Outback Lager	Напитки	36	0,050000001	80	675	Seven Seas Imports	Лондон	Великобритания	Seven Seas Imports	Великобритания	Крылова	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Ространс	4,2	0,0143835616438356	0
10472	12.03.1997	19.03.1997	Valkoinen suklaa	Кондитерские изделия	424	0	18	731,25	Seven Seas Imports	Лондон	Великобритания	Seven Seas Imports	Великобритания	Крылова	Россия	Karkki Oy	Лапинранта	Финляндия	Ространс	4,2	0,169406392694064	0
10473	13.03.1997	21.03.1997	Northwoods Cranberry Sauce	Приправы	172	0	12	1800	Island Trading	Коувс	Великобритания	Island Trading	Великобритания	Белова	Россия	Grandma Kelly's Homestead	Анн-Арбор	США	Иное	16,37	1,22206597222222	0
10473	13.03.1997	21.03.1997	Mascarpone Fabioli	Молочные продукты	20	0	12	1440	Island Trading	Коувс	Великобритания	Island Trading	Великобритания	Белова	Россия	Formaggi Fortini s.r.l.	Равенна	Италия	Иное	16,37	0,142100694444444	0
10474	13.03.1997	21.03.1997	Chartreuse verte	Напитки	147	0	21	810	Pericles Comidas clasicas	Мехико	Мексика	Pericles Comidas clasicas	Мексика	Кротов	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Почта	83,49	0,982549835881835	0
10474	13.03.1997	21.03.1997	Queso Manchego La Pastora	Молочные продукты	62	0	10	1710	Pericles Comidas clasicas	Мехико	Мексика	Pericles Comidas clasicas	Мексика	Кротов	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Почта	83,49	0,414408774317509	0
10474	13.03.1997	21.03.1997	Rossle Sauerkraut	Фрукты	186	0	12	2052	Pericles Comidas clasicas	Мехико	Мексика	Pericles Comidas clasicas	Мексика	Кротов	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	83,49	1,24322632295253	1
10474	13.03.1997	21.03.1997	Longlife Tofu	Фрукты	364	0	18	450	Pericles Comidas clasicas	Мехико	Мексика	Pericles Comidas clasicas	Мексика	Кротов	Россия	Tokyo Traders	Токио	Япония	Почта	83,49	2,43298054599312	0
10475	14.03.1997	04.04.1997	Original Frankfurter grune Sosse	Приправы	100	0,150000006	35	585	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Ясенева	Украина	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Ространс	68,52	0,386943754235374	0
10475	14.03.1997	04.04.1997	Aniseed Syrup	Приправы	136	0,150000006	60	450	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Ясенева	Украина	ООО Экзотика	Москва	Россия	Ространс	68,52	0,526243505760108	0
10475	14.03.1997	04.04.1997	Konbu	Рыбопродукты	144	0,150000006	42	270	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Ясенева	Украина	Mayumi's	Осака	Япония	Ространс	68,52	0,557199006098938	0
10476	17.03.1997	24.03.1997	Tourtiere	Мясо/птица	192	0,050000001	2	335,25	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Крылова	Россия	Ma Maison	Монреаль	Канада	Иное	4,41	0,464210526315789	0
10476	17.03.1997	24.03.1997	Uncle Bob's Organic Dried Pears	Фрукты	120	0	12	1350	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Крылова	Россия	Grandma Kelly's Homestead	Анн-Арбор	США	Иное	4,41	0,290131578947368	0
10477	17.03.1997	25.03.1997	Laughing Lumberjack Lager	Напитки	80	0,25	21	630	Princesa Isabel Vinhos	Лиссабон	Португалия	Princesa Isabel Vinhos	Португалия	Кротов	Россия	Bigfoot Breweries	Бенд	США	Почта	13,02	0,155	0
10477	17.03.1997	25.03.1997	Cote de Blaye	Напитки	144	0,25	20	11857,5	Princesa Isabel Vinhos	Лиссабон	Португалия	Princesa Isabel Vinhos	Португалия	Кротов	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Почта	13,02	0,279	0
10477	17.03.1997	25.03.1997	Genen Shouyu	Приправы	144	0	15	697,5	Princesa Isabel Vinhos	Лиссабон	Португалия	Princesa Isabel Vinhos	Португалия	Кротов	Россия	Mayumi's	Осака	Япония	Почта	13,02	0,279	1
10478	18.03.1997	26.03.1997	Guarana Fantastica	Напитки	248	0,050000001	20	202,5	Victuailles en stock	Лион	Франция	Victuailles en stock	Франция	Новиков	Россия	Refrescos Americanas LTDA	Сан-Паулу	Бразилия	Иное	4,81	0,2405	1
10479	19.03.1997	21.03.1997	Chai	Напитки	266	0	30	810	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Бабкина	Украина	ООО Экзотика	Москва	Россия	Иное	708,95	1,79675959449674	0
10479	19.03.1997	21.03.1997	Filo Mix	Хлебобулочные изделия	262	0	28	315	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Бабкина	Украина	G'day, Mate	Сидней	Австралия	Иное	708,95	1,76974065322611	0
10479	19.03.1997	21.03.1997	Gravad lax	Рыбопродукты	2108	0	30	1170	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Бабкина	Украина	Svensk Sjofoda AB	Стокгольм	Швеция	Иное	708,95	14,2389820496208	0
10479	19.03.1997	21.03.1997	Escargots de Bourgogne	Рыбопродукты	440	0	60	596,25	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Бабкина	Украина	Escargots Nouveaux	Монсо	Франция	Иное	708,95	2,97208353976905	0
10480	20.03.1997	24.03.1997	Spegesild	Рыбопродукты	76	0	30	540	Folies gourmandes	Лилль	Франция	Folies gourmandes	Франция	Акбаев	Россия	Lyngbysild	Лингби	Дания	Почта	1,35	0,0135714285714286	0
10480	20.03.1997	24.03.1997	Escargots de Bourgogne	Рыбопродукты	440	0	12	596,25	Folies gourmandes	Лилль	Франция	Folies gourmandes	Франция	Акбаев	Россия	Escargots Nouveaux	Монсо	Франция	Почта	1,35	0,0785714285714286	0
10481	20.03.1997	25.03.1997	Chocolade	Кондитерские изделия	160	0	24	573,75	Ricardo Adocicados	Рио-де-Жанейро	Бразилия	Ricardo Adocicados	Бразилия	Крылова	Россия	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Почта	64,33	0,699239130434783	0
10481	20.03.1997	25.03.1997	Raclette Courdavault	Молочные продукты	272	0	40	2475	Ricardo Adocicados	Рио-де-Жанейро	Бразилия	Ricardo Adocicados	Бразилия	Крылова	Россия	Gai paturage	Аннеси	Франция	Почта	64,33	1,18870652173913	0
10482	21.03.1997	10.04.1997	Chartreuse verte	Напитки	147	0	10	810	Lazy K Kountry Store	Уолла-Уолла	США	Lazy K Kountry Store	США	Белова	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Иное	7,48	0,748	0
10483	24.03.1997	25.04.1997	Geitost	Молочные продукты	112	0,050000001	35	112,5	White Clover Markets	Сиэтл	США	White Clover Markets	США	Кралев	Россия	Norske Meierier	Сандвикен	Норвегия	Почта	15,28	0,243090909090909	0
10483	24.03.1997	25.04.1997	Tofu	Фрукты	104	0,050000001	30	1046,25	White Clover Markets	Сиэтл	США	White Clover Markets	США	Кралев	Россия	Mayumi's	Осака	Япония	Почта	15,28	0,225727272727273	0
10484	24.03.1997	01.04.1997	Laughing Lumberjack Lager	Напитки	80	0	14	630	B's Beverages	Лондон	Великобритания	B's Beverages	Великобритания	Бабкина	Украина	Bigfoot Breweries	Бенд	США	Иное	6,88	0,14251683065769	0
10484	24.03.1997	01.04.1997	Chartreuse verte	Напитки	147	0	10	810	B's Beverages	Лондон	Великобритания	B's Beverages	Великобритания	Бабкина	Украина	Aux joyeux ecclesiastiques	Париж	Франция	Иное	6,88	0,261874676333506	0
10484	24.03.1997	01.04.1997	Valkoinen suklaa	Кондитерские изделия	424	0	3	731,25	B's Beverages	Лондон	Великобритания	B's Beverages	Великобритания	Бабкина	Украина	Karkki Oy	Лапинранта	Финляндия	Иное	6,88	0,755339202485759	0
10485	25.03.1997	31.03.1997	Pavlova	Кондитерские изделия	152	0,100000001	20	785,25	LINO-Delicateses	О-в Маргариты	Венесуэла	LINO-Delicateses	Венесуэлла	Воронова	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Почта	64,45	0,556613636363636	0
10485	25.03.1997	31.03.1997	Alice Mutton	Мясо/птица	80	0,100000001	20	1755	LINO-Delicateses	О-в Маргариты	Венесуэла	LINO-Delicateses	Венесуэлла	Воронова	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Почта	64,45	0,292954545454545	1
10485	25.03.1997	31.03.1997	Tourtiere	Мясо/птица	192	0,100000001	30	335,25	LINO-Delicateses	О-в Маргариты	Венесуэла	LINO-Delicateses	Венесуэлла	Воронова	Украина	Ma Maison	Монреаль	Канада	Почта	64,45	0,703090909090909	0
10485	25.03.1997	31.03.1997	Uncle Bob's Organic Dried Pears	Фрукты	120	0,100000001	60	1350	LINO-Delicateses	О-в Маргариты	Венесуэла	LINO-Delicateses	Венесуэлла	Воронова	Украина	Grandma Kelly's Homestead	Анн-Арбор	США	Почта	64,45	0,439431818181818	0
10486	26.03.1997	02.04.1997	NuNuCa Nuss-Nougat-Creme	Кондитерские изделия	168	0	5	630	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Белова	Россия	АО Германия-Россия	Москва	Россия	Почта	30,53	0,40322641509434	0
10486	26.03.1997	02.04.1997	Valkoinen suklaa	Кондитерские изделия	424	0	25	731,25	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Белова	Россия	Karkki Oy	Лапинранта	Финляндия	Почта	30,53	1,01766666666667	0
10486	26.03.1997	02.04.1997	Queso Cabrales	Молочные продукты	80	0	16	945	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Белова	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Почта	30,53	0,192012578616352	0
10487	26.03.1997	28.03.1997	Louisiana Fiery Hot Pepper Sauce	Приправы	73	0	5	947,25	Queen Cozinha	Сан-Пауло	Бразилия	Queen Cozinha	Бразилия	Новиков	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Почта	71,07	0,560816127986164	0
10487	26.03.1997	28.03.1997	Mozzarella di Giovanni	Молочные продукты	249	0	30	1566	Queen Cozinha	Сан-Пауло	Бразилия	Queen Cozinha	Бразилия	Новиков	Россия	Formaggi Fortini s.r.l.	Равенна	Италия	Почта	71,07	1,91292076532267	0
10487	26.03.1997	28.03.1997	Perth Pasties	Мясо/птица	59	0,25	24	1476	Queen Cozinha	Сан-Пауло	Бразилия	Queen Cozinha	Бразилия	Новиков	Россия	G'day, Mate	Сидней	Австралия	Почта	71,07	0,453262350016214	0
10488	27.03.1997	02.04.1997	Escargots de Bourgogne	Рыбопродукты	440	0	30	596,25	Frankenversand	Мюнхен	Германия	Frankenversand	Германия	Крылова	Россия	Escargots Nouveaux	Монсо	Франция	Почта	4,93	0,139051282051282	0
10488	27.03.1997	02.04.1997	Ikura	Рыбопродукты	120	0,200000003	20	1395	Frankenversand	Мюнхен	Германия	Frankenversand	Германия	Крылова	Россия	Tokyo Traders	Токио	Япония	Почта	4,93	0,0379230769230769	0
10489	28.03.1997	09.04.1997	NuNuCa Nuss-Nougat-Creme	Кондитерские изделия	168	0,25	15	630	Piccolo und mehr	Зальцбург	Австрия	Piccolo und mehr	Австрия	Акбаев	Россия	АО Германия-Россия	Москва	Россия	Почта	5,29	0,176965352449223	0
10489	28.03.1997	09.04.1997	Nord-Ost Matjeshering	Рыбопродукты	139	0	18	1165,05	Piccolo und mehr	Зальцбург	Австрия	Piccolo und mehr	Австрия	Акбаев	Россия	Nord-Ost-Fisch mbH	Куксхавен	Германия	Почта	5,29	0,146417761847869	0
10490	31.03.1997	03.04.1997	Chef Anton's Gumbo Mix	Приправы	100	0	30	960,75	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Кралев	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Почта	210,19	0,664485331310066	1
10490	31.03.1997	03.04.1997	Queso Manchego La Pastora	Молочные продукты	62	0	36	1710	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Кралев	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Почта	210,19	0,411980905412241	0
10490	31.03.1997	03.04.1997	Escargots de Bourgogne	Рыбопродукты	440	0	60	596,25	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Кралев	Россия	Escargots Nouveaux	Монсо	Франция	Почта	210,19	2,92373545776429	0
10491	31.03.1997	08.04.1997	Ipoh Coffee	Напитки	155	0,150000006	15	2070	Furia Bacalhau e Frutos do Mar	Лиссабон	Португалия	Furia Bacalhau e Frutos do Mar	Португалия	Крылова	Россия	Leka Trading	Сингапур	Сингапур	Иное	16,96	0,861054700294792	0
10491	31.03.1997	08.04.1997	Tofu	Фрукты	104	0,150000006	7	1046,25	Furia Bacalhau e Frutos do Mar	Лиссабон	Португалия	Furia Bacalhau e Frutos do Mar	Португалия	Крылова	Россия	Mayumi's	Осака	Япония	Иное	16,96	0,577739927939732	0
10492	01.04.1997	11.04.1997	Flotemysost	Молочные продукты	112	0,050000001	60	967,5	Bottom-Dollar Markets	Тсавассен	Канада	Bottom-Dollar Markets	Канада	Бабкина	Украина	Norske Meierier	Сандвикен	Норвегия	Ространс	62,89	0,786125	0
10492	01.04.1997	11.04.1997	Jack's New England Clam Chowder	Рыбопродукты	112	0,050000001	20	434,25	Bottom-Dollar Markets	Тсавассен	Канада	Bottom-Dollar Markets	Канада	Бабкина	Украина	New England Seafood Cannery	Бостон	США	Ространс	62,89	0,786125	0
10493	02.04.1997	10.04.1997	Chang	Напитки	168	0,100000001	15	855	La maison d'Asie	Тулуза	Франция	La maison d'Asie	Франция	Воронова	Украина	ООО Экзотика	Москва	Россия	Иное	10,64	0,264426035502959	0
10493	02.04.1997	10.04.1997	Aniseed Syrup	Приправы	136	0,100000001	10	450	La maison d'Asie	Тулуза	Франция	La maison d'Asie	Франция	Воронова	Украина	ООО Экзотика	Москва	Россия	Иное	10,64	0,214059171597633	0
10493	02.04.1997	10.04.1997	Grandma's Boysenberry Spread	Приправы	288	0,100000001	10	1125	La maison d'Asie	Тулуза	Франция	La maison d'Asie	Франция	Воронова	Украина	Karkki Oy	Лапинранта	Финляндия	Иное	10,64	0,453301775147929	0
10494	02.04.1997	09.04.1997	Pate chinois	Мясо/птица	304	0	30	1080	Comercio Mineiro	Сан-Пауло	Бразилия	Comercio Mineiro	Бразилия	Воронова	Украина	Ma Maison	Монреаль	Канада	Почта	65,99	2,19966666666667	0
10495	03.04.1997	11.04.1997	Gudbrandsdalsost	Молочные продукты	72	0	10	1620	Laughing Bacchus Wine Cellars	Ванкувер	Канада	Laughing Bacchus Wine Cellars	Канада	Бабкина	Украина	Norske Meierier	Сандвикен	Норвегия	Иное	4,65	0,120431654676259	0
10495	03.04.1997	11.04.1997	Tofu	Фрукты	104	0	5	1046,25	Laughing Bacchus Wine Cellars	Ванкувер	Канада	Laughing Bacchus Wine Cellars	Канада	Бабкина	Украина	Mayumi's	Осака	Япония	Иное	4,65	0,173956834532374	0
10495	03.04.1997	11.04.1997	Boston Crab Meat	Рыбопродукты	77	0	20	828	Laughing Bacchus Wine Cellars	Ванкувер	Канада	Laughing Bacchus Wine Cellars	Канада	Бабкина	Украина	New England Seafood Cannery	Бостон	США	Иное	4,65	0,128794964028777	0
10496	04.04.1997	07.04.1997	Original Frankfurter grune Sosse	Приправы	100	0,050000001	20	585	Tradiero Hipermercados	Сан-Пауло	Бразилия	Tradicao Hipermercados	Бразилия	Кралев	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	46,77	2,3385	0
10497	04.04.1997	07.04.1997	Pate chinois	Мясо/птица	304	0	14	1080	Lehmanns Marktstand	Франкфурт	Германия	Lehmanns Marktstand	Германия	Кралев	Россия	Ma Maison	Монреаль	Канада	Ространс	36,21	0,797322903085615	0
10497	04.04.1997	07.04.1997	Mishi Kobe Niku	Мясо/птица	278	0	25	4365	Lehmanns Marktstand	Франкфурт	Германия	Lehmanns Marktstand	Германия	Кралев	Россия	Tokyo Traders	Токио	Япония	Ространс	36,21	0,729130812690135	1
10497	04.04.1997	07.04.1997	Tofu	Фрукты	104	0	25	1046,25	Lehmanns Marktstand	Франкфурт	Германия	Lehmanns Marktstand	Германия	Кралев	Россия	Mayumi's	Осака	Япония	Ространс	36,21	0,272768361581921	0
10498	07.04.1997	11.04.1997	Outback Lager	Напитки	45	0	14	675	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Крылова	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Почта	29,75	0,232826086956522	0
10498	07.04.1997	11.04.1997	Chartreuse verte	Напитки	184	0	5	810	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Крылова	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Почта	29,75	0,952	0
10498	07.04.1997	11.04.1997	Jack's New England Clam Chowder	Рыбопродукты	140	0	30	434,25	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Крылова	Россия	New England Seafood Cannery	Бостон	США	Почта	29,75	0,724347826086957	0
10499	08.04.1997	16.04.1997	Chocolade	Кондитерские изделия	200	0	25	573,75	LILA-Supermercado	Баркисимето	Венесуэла	LILA-Supermercado	Венесуэлла	Воронова	Украина	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Почта	102,02	1,44504249291785	0
10499	08.04.1997	16.04.1997	Longlife Tofu	Фрукты	456	0	20	450	LILA-Supermercado	Баркисимето	Венесуэла	LILA-Supermercado	Венесуэлла	Воронова	Украина	Tokyo Traders	Токио	Япония	Почта	102,02	3,29469688385269	0
10500	09.04.1997	17.04.1997	Thuringer Rostbratwurst	Мясо/птица	155	0,050000001	12	5570,55	La maison d'Asie	Тулуза	Франция	La maison d'Asie	Франция	Акбаев	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Ространс	42,68	1,20105301379811	1
10500	09.04.1997	17.04.1997	Longlife Tofu	Фрукты	456	0,050000001	8	450	La maison d'Asie	Тулуза	Франция	La maison d'Asie	Франция	Акбаев	Россия	Tokyo Traders	Токио	Япония	Ространс	42,68	3,53342047930283	0
10501	09.04.1997	16.04.1997	Chang	Напитки	855	0	1	855	LINO-Delicateses	О-в Маргариты	Венесуэла	LINO-Delicateses	Венесуэлла	Ясенева	Украина	ООО Экзотика	Москва	Россия	Ространс	8,85	0,206826568265683	0
10501	09.04.1997	16.04.1997	Camembert Pierrot	Молочные продукты	1530	0	1	1540	LINO-Delicateses	О-в Маргариты	Венесуэла	LINO-Delicateses	Венесуэлла	Ясенева	Украина	Gai paturage	Аннеси	Франция	Ространс	8,85	0,370110701107011	0
10501	09.04.1997	16.04.1997	Queso Manchego La Pastora	Молочные продукты	1710	0	20	1710	LINO-Delicateses	О-в Маргариты	Венесуэла	LINO-Delicateses	Венесуэлла	Ясенева	Украина	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Ространс	8,85	0,413653136531365	0
10502	10.04.1997	29.04.1997	Gula Malacca	Приправы	95	0	21	875,25	Pericles Comidas clasicas	Мехико	Мексика	Pericles Comidas clasicas	Мексика	Новиков	Россия	Leka Trading	Сингапур	Сингапур	Ространс	69,32	0,806737718975867	0
10502	10.04.1997	29.04.1997	Chef Anton's Cajun Seasoning	Приправы	140	0	30	990	Pericles Comidas clasicas	Мехико	Мексика	Pericles Comidas clasicas	Мексика	Новиков	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Ространс	69,32	1,18887663849075	0
10502	10.04.1997	29.04.1997	Filo Mix	Хлебобулочные изделия	328	0	6	315	Pericles Comidas clasicas	Мехико	Мексика	Pericles Comidas clasicas	Мексика	Новиков	Россия	G'day, Mate	Сидней	Австралия	Ространс	69,32	2,78536812446404	0
